source	model	species	te_f1	anchor_type	species_group	panel	n_chrom	sd_te_f1	stage	label_jaccard	ucsc_bp_covered_by_self	self_bp_covered_by_ucsc	self_merged_bp	ucsc_merged_bp	target_gc	distance_mya_proxy	log_distance_mya	same_group_anchor	genome_size_bp	contig_count	max_contig_bp	assembly_n50_bp	assembly_l50	n_fraction	sampled_gc	kmer_sampled_bases	log_genome_size_bp	log_contig_count	log_assembly_n50_bp	log_max_contig_bp	kmer_js_to_anchor_proto	kmer_cosine_to_anchor_proto	minhash_anchor_proto	minhash_best_anchor_member	minhash_jaccard_best_member	minhash_mash_distance_best_member	minhash_jaccard_mean_proto	minhash_mash_distance_mean_proto	feature_set	split	pred_te_f1	rf_tree_sd	abs_error	fold_ok
calib_anchor	plant_supervised_4096	teosinte	0.9308197551982428	plant	plant	nan	nan	nan	plant_supervised_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352	nan	1500.0	3.1760912590556813	1	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2100077500333409	0.103231294898657	plant	maize	0.11950741673663588	0.10294122975423052	0.026661584705627107	0.288035154362955	baseline_plus_kmer	leave_clade_out	0.11007435278303647	0.1726939240428544	0.8207454024152063	True
calib_anchor	cross_supervised_4096	teosinte	0.9299634062638152	cross	plant	nan	nan	nan	cross_supervised_to_cross_eval	0.086856	0.088019	0.868021	259955621	2563626352	nan	1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2120411295082017	0.1047709646574465	cross	maize	0.11950741673663588	0.10294122975423052	0.017635981476163853	0.38584098565941843	baseline_plus_kmer	leave_clade_out	0.17989038490890788	0.2823309209036048	0.7500730213549074	True
calib_anchor	cross_supervised_4096	teosinte	0.9299634062638152	cross	plant	nan	nan	nan	cross_supervised_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352	nan	1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2120411295082017	0.1047709646574465	cross	maize	0.11950741673663588	0.10294122975423052	0.017635981476163853	0.38584098565941843	baseline_plus_kmer	leave_clade_out	0.17989038490890788	0.2823309209036048	0.7500730213549074	True
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	teosinte	0.8886845637016639	animal	plant	nan	nan	nan	animal_invert_boost_to_cross_eval	0.086856	0.088019	0.868021	259955621	2563626352	nan	1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2168178063542519	0.1112460410900726	animal	western_honey_bee	0.005025125628140704	0.3070113457325394	0.0026768548044381144	0.4546859763169415	baseline_plus_kmer	leave_clade_out	0.16801130596157393	0.2630797372812219	0.7206732577400901	True
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	teosinte	0.8886845637016639	animal	plant	nan	nan	nan	animal_invert_boost_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352	nan	1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2168178063542519	0.1112460410900726	animal	western_honey_bee	0.005025125628140704	0.3070113457325394	0.0026768548044381144	0.4546859763169415	baseline_plus_kmer	leave_clade_out	0.16801130596157393	0.2630797372812219	0.7206732577400901	True
calib_anchor	insect_no_beetle_4096	teosinte	0.7928110204987012	insect	plant	nan	nan	nan	insect_no_beetle_to_cross_eval	0.086856	0.088019	0.868021	259955621	2563626352	nan	1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.24756711504357	0.1387104209292143	insect	western_honey_bee	0.005025125628140704	0.3070113457325394	0.004142861284097942	0.3213707762689546	baseline_plus_kmer	leave_clade_out	0.11703430207388912	0.16604405071405026	0.6757767184248121	True
calib_anchor	insect_no_beetle_4096	teosinte	0.7928110204987012	insect	plant	nan	nan	nan	insect_no_beetle_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352	nan	1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.24756711504357	0.1387104209292143	insect	western_honey_bee	0.005025125628140704	0.3070113457325394	0.004142861284097942	0.3213707762689546	baseline_plus_kmer	leave_clade_out	0.11703430207388912	0.16604405071405026	0.6757767184248121	True
calib_anchor	cross_supervised_4096	thale_cress	0.7121875392581978	cross	plant	nan	nan	nan	cross_supervised_to_plant_fine	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.1110569059282151	0.0213077580291249	cross	zebrafish	0.009591115598182737	0.26422108665437977	0.006171162289570814	0.3760555391738481	baseline_plus_kmer	leave_clade_out	0.7755628989396528	0.21467768166760312	0.06337535968145502	True
calib_anchor	plant_supervised_4096	thale_cress	0.6974776069597389	plant	plant	nan	nan	nan	plant_supervised_to_plant_fine	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	1	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.1249666485378415	0.0307960258984802	plant	thale_cress	1.0	0.0	0.2046275443404551	0.23908445535817996	baseline_plus_kmer	leave_clade_out	0.7527773144912933	0.24131403314213434	0.05529970753155433	True
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	thale_cress	0.2079073653834738	animal	plant	nan	nan	nan	animal_invert_boost_to_plant_fine	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.1234742428456467	0.0279292546598651	animal	western_honey_bee	0.01035615054306643	0.25915535952251834	0.0066413873495687606	0.4013179338212955	baseline_plus_kmer	leave_clade_out	0.7671450521435542	0.22062375108253227	0.5592376867600805	True
calib_anchor	insect_no_beetle_4096	thale_cress	0.1382559591838703	insect	plant	nan	nan	nan	insect_no_beetle_to_plant_fine	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.1564172368424756	0.0430840989911306	insect	western_honey_bee	0.01035615054306643	0.25915535952251834	0.008702747980495954	0.2718676114068218	baseline_plus_kmer	leave_clade_out	0.7214755024682931	0.20138861246030548	0.5832195432844227	True
final_errorbar	ntv3_100m_pre_w2048	thale_cress	0.1299511497000876	human_h0_ntv3_100m	plant	plant_fine	3.0	0.0173026332429277	nan	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.3352596901322179	0.268016439460078	human_h0_ntv3_100m	human	0.004016064257028112	0.3218875824868201	0.004016064257028112	0.3218875824868201	baseline_plus_kmer	leave_clade_out	0.3950327816447783	0.216729697005408	0.2650816319446907	True
final_errorbar	ntv2_250m_w4096	thale_cress	0.059250325526733	human_h0_ntv2_250m	plant	plant_fine	3.0	0.0279221757123653	nan	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.3352596901322179	0.268016439460078	human_h0_ntv2_250m	human	0.004016064257028112	0.3218875824868201	0.004016064257028112	0.3218875824868201	baseline_plus_kmer	leave_clade_out	0.42726200245588825	0.24962024257140558	0.36801167692915526	True
supp_h0_transfer	ntv2_500m_H0_w4096	thale_cress	0.0350888069185704	human_h0_ntv2_500m	plant	nan	nan	nan	transfer_BC_w4096	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.3352596901322179	0.268016439460078	human_h0_ntv2_500m	human	0.004016064257028112	0.3218875824868201	0.004016064257028112	0.3218875824868201	baseline_plus_kmer	leave_clade_out	0.44026027586888766	0.26068134541899557	0.40517146895031725	True
supp_h0_transfer	ntv2_500m_H0_w4096	western_clawed_frog	0.7676709570719781	human_h0_ntv2_500m	vertebrate	nan	nan	nan	transfer_BC_w4096	0.000179	0.000179	0.967076	84407	455592780	0.5371810538664581	360.0	2.556302500767288	0	1451301209	167	217471166	153961319	5	0.0029910269192422	0.505897	1000000	9.16175755704896	2.2227164711475837	8.18741162307706	8.337401683004607	0.1957973399316009	0.0911435831684164	human_h0_ntv2_500m	human	0.002506265664160401	0.35322115776986907	0.002506265664160401	0.35322115776986907	baseline_plus_kmer	leave_clade_out	0.3038208544761352	0.21362372781748556	0.46385010259584286	True
final_errorbar	ntv2_250m_w4096	western_clawed_frog	0.6476854010493278	human_h0_ntv2_250m	vertebrate	animal_fine	3.0	0.0436579387818896	nan	0.000179	0.000179	0.967076	84407	455592780	0.5371810538664581	360.0	2.556302500767288	0	1451301209	167	217471166	153961319	5	0.0029910269192422	0.505897	1000000	9.16175755704896	2.2227164711475837	8.18741162307706	8.337401683004607	0.1957973399316009	0.0911435831684164	human_h0_ntv2_250m	human	0.002506265664160401	0.35322115776986907	0.002506265664160401	0.35322115776986907	baseline_plus_kmer	leave_clade_out	0.30136045654477933	0.2149722684552068	0.3463249445045485	True
final_errorbar	ntv3_100m_pre_w2048	western_clawed_frog	0.5191597065847986	human_h0_ntv3_100m	vertebrate	animal_fine	3.0	0.0896323044666213	nan	0.000179	0.000179	0.967076	84407	455592780	0.5371810538664581	360.0	2.556302500767288	0	1451301209	167	217471166	153961319	5	0.0029910269192422	0.505897	1000000	9.16175755704896	2.2227164711475837	8.18741162307706	8.337401683004607	0.1957973399316009	0.0911435831684164	human_h0_ntv3_100m	human	0.002506265664160401	0.35322115776986907	0.002506265664160401	0.35322115776986907	baseline_plus_kmer	leave_clade_out	0.31934399148424025	0.2150706364842858	0.19981571510055834	True
anchor_anchor	insect_primary_4096	western_honey_bee	0.946524064171123	insect	insect	nan	nan	nan	insect_primary_to_insect_stress	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.1030895049884773	0.0198094430108711	insect	western_honey_bee	1.0	0.0	0.5045408678102926	0.13391278403619908	baseline_plus_kmer	leave_clade_out	0.6277782905301794	0.21718490303885155	0.3187457736409436	True
calib_anchor	insect_no_beetle_4096	western_honey_bee	0.7983193277310925	insect	insect	nan	nan	nan	insect_no_beetle_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.1030895049884773	0.0198094430108711	insect	western_honey_bee	1.0	0.0	0.5045408678102926	0.13391278403619908	baseline_plus_kmer	leave_clade_out	0.6277782905301794	0.21718490303885155	0.17054103720091307	True
calib_anchor	insect_no_beetle_4096	western_honey_bee	0.7983193277310925	insect	insect	nan	nan	nan	insect_no_beetle_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.1030895049884773	0.0198094430108711	insect	western_honey_bee	1.0	0.0	0.5045408678102926	0.13391278403619908	baseline_plus_kmer	leave_clade_out	0.6277782905301794	0.21718490303885155	0.17054103720091307	True
anchor_anchor	insect_no_beetle_4096	western_honey_bee	0.7983193277310925	insect	insect	nan	nan	nan	insect_no_beetle_to_insect_stress	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.1030895049884773	0.0198094430108711	insect	western_honey_bee	1.0	0.0	0.5045408678102926	0.13391278403619908	baseline_plus_kmer	leave_clade_out	0.6277782905301794	0.21718490303885155	0.17054103720091307	True
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	western_honey_bee	0.05217988328184	animal	insect	nan	nan	nan	animal_invert_boost_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.1975547081920625	0.0743872976560842	animal	western_honey_bee	1.0	0.0	0.17281984150581312	0.3534184362242991	baseline_plus_kmer	leave_clade_out	0.6213661295548758	0.2514478253439565	0.5691862462730358	True
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	western_honey_bee	0.05217988328184	animal	insect	nan	nan	nan	animal_invert_boost_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.1975547081920625	0.0743872976560842	animal	western_honey_bee	1.0	0.0	0.17281984150581312	0.3534184362242991	baseline_plus_kmer	leave_clade_out	0.6213661295548758	0.2514478253439565	0.5691862462730358	True
anchor_anchor	TFREPAIR_invert_boost_animal_4096_seed42	western_honey_bee	0.05217988328184	animal	insect	nan	nan	nan	animal_invert_boost_to_insect_stress	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.1975547081920625	0.0743872976560842	animal	western_honey_bee	1.0	0.0	0.17281984150581312	0.3534184362242991	baseline_plus_kmer	leave_clade_out	0.6213661295548758	0.2514478253439565	0.5691862462730358	True
calib_anchor	cross_supervised_4096	western_honey_bee	0.0052898014902451	cross	insect	nan	nan	nan	cross_supervised_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.2119073798001238	0.0902008757309238	cross	c_elegans	0.014970819588936818	0.2348910010424242	0.007447289680201807	0.3674433006422611	baseline_plus_kmer	leave_clade_out	0.8245163394610412	0.1667370341388707	0.8192265379707961	True
calib_anchor	cross_supervised_4096	western_honey_bee	0.0052898014902451	cross	insect	nan	nan	nan	cross_supervised_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.2119073798001238	0.0902008757309238	cross	c_elegans	0.014970819588936818	0.2348910010424242	0.007447289680201807	0.3674433006422611	baseline_plus_kmer	leave_clade_out	0.8245163394610412	0.1667370341388707	0.8192265379707961	True
anchor_anchor	cross_supervised_4096	western_honey_bee	0.0052898014902451	cross	insect	nan	nan	nan	cross_supervised_to_insect_stress	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.2119073798001238	0.0902008757309238	cross	c_elegans	0.014970819588936818	0.2348910010424242	0.007447289680201807	0.3674433006422611	baseline_plus_kmer	leave_clade_out	0.8245163394610412	0.1667370341388707	0.8192265379707961	True
calib_anchor	plant_supervised_4096	western_honey_bee	0.0003842421976866	plant	insect	nan	nan	nan	plant_supervised_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.2144848278327983	0.1040586970085212	plant	thale_cress	0.01035615054306643	0.25915535952251834	0.007054098573222767	0.2876872678923741	baseline_plus_kmer	leave_clade_out	0.6599608495579627	0.28447549737134004	0.6595766073602761	True
calib_anchor	plant_supervised_4096	western_honey_bee	0.0003842416254314	plant	insect	nan	nan	nan	plant_supervised_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.2144848278327983	0.1040586970085212	plant	thale_cress	0.01035615054306643	0.25915535952251834	0.007054098573222767	0.2876872678923741	baseline_plus_kmer	leave_clade_out	0.6599608495579627	0.28447549737134004	0.6595766079325314	True
calib_anchor	direct_red_flour_beetle_4096	western_honey_bee	0.0	other_anchor	insect	nan	nan	nan	direct_beetle_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.3782434204252473	0.3304654870915913	other_anchor	human	0.005530417295123178	0.3006573337455844	0.005530417295123178	0.3006573337455844	baseline_plus_kmer	leave_clade_out	0.2521921922797501	0.18869967984273114	0.2521921922797501	True
calib_anchor	direct_red_flour_beetle_4096	western_honey_bee	0.0	other_anchor	insect	nan	nan	nan	direct_beetle_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.3782434204252473	0.3304654870915913	other_anchor	human	0.005530417295123178	0.3006573337455844	0.005530417295123178	0.3006573337455844	baseline_plus_kmer	leave_clade_out	0.2521921922797501	0.18869967984273114	0.2521921922797501	True
calib_anchor	direct_western_honey_bee_4096	western_honey_bee	0.0	other_anchor	insect	nan	nan	nan	direct_honeybee_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.3782434204252473	0.3304654870915913	other_anchor	human	0.005530417295123178	0.3006573337455844	0.005530417295123178	0.3006573337455844	baseline_plus_kmer	leave_clade_out	0.2521921922797501	0.18869967984273114	0.2521921922797501	True
calib_anchor	direct_western_honey_bee_4096	western_honey_bee	0.0	other_anchor	insect	nan	nan	nan	direct_honeybee_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.3782434204252473	0.3304654870915913	other_anchor	human	0.005530417295123178	0.3006573337455844	0.005530417295123178	0.3006573337455844	baseline_plus_kmer	leave_clade_out	0.2521921922797501	0.18869967984273114	0.2521921922797501	True
calib_anchor	direct_western_honey_bee_4096	western_honey_bee	0.0	other_anchor	insect	nan	nan	nan	direct_honeybee_own_holdout	0.020425	0.982865	0.020432	4337232	90164	nan	820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.0388635522641971	0.404665	1000000	7.71144856455995	0.4771212547196624	7.15331167517893	7.405402833572285	0.3782434204252473	0.3304654870915913	other_anchor	human	0.005530417295123178	0.3006573337455844	0.005530417295123178	0.3006573337455844	baseline_plus_kmer	leave_clade_out	0.2521921922797501	0.18869967984273114	0.2521921922797501	True
anchor_anchor	TFREPAIR_invert_boost_animal_4096_seed42	x_laevis	0.4013777654205557	animal	vertebrate	nan	nan	nan	animal_invert_boost_to_insect_stress	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	1	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1125183122375499	0.0175004510961257	animal	c_elegans	0.011378002528445006	0.25294933131811753	0.006090925421247965	0.40512387679275275	baseline_plus_kmer	leave_clade_out	0.7323914855462338	0.15722288324158712	0.3310137201256781	True
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	x_laevis	0.4013775981071781	animal	vertebrate	nan	nan	nan	animal_invert_boost_to_cross_eval	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	1	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1125183122375499	0.0175004510961257	animal	c_elegans	0.011378002528445006	0.25294933131811753	0.006090925421247965	0.40512387679275275	baseline_plus_kmer	leave_clade_out	0.7323914855462338	0.15722288324158712	0.3310138874390557	True
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	x_laevis	0.4013775981071781	animal	vertebrate	nan	nan	nan	animal_invert_boost_to_stress_eval	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	1	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1125183122375499	0.0175004510961257	animal	c_elegans	0.011378002528445006	0.25294933131811753	0.006090925421247965	0.40512387679275275	baseline_plus_kmer	leave_clade_out	0.7323914855462338	0.15722288324158712	0.3310138874390557	True
calib_anchor	cross_supervised_4096	x_laevis	0.3945827783795458	cross	vertebrate	nan	nan	nan	cross_supervised_to_cross_eval	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1141902696107161	0.0184397446805083	cross	c_elegans	0.011378002528445006	0.25294933131811753	0.004592764215267164	0.39707863831119805	baseline_plus_kmer	leave_clade_out	0.7477468304369641	0.1569344988078047	0.3531640520574183	True
calib_anchor	cross_supervised_4096	x_laevis	0.3945827783795458	cross	vertebrate	nan	nan	nan	cross_supervised_to_stress_eval	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1141902696107161	0.0184397446805083	cross	c_elegans	0.011378002528445006	0.25294933131811753	0.004592764215267164	0.39707863831119805	baseline_plus_kmer	leave_clade_out	0.7477468304369641	0.1569344988078047	0.3531640520574183	True
anchor_anchor	cross_supervised_4096	x_laevis	0.3945827783795458	cross	vertebrate	nan	nan	nan	cross_supervised_to_insect_stress	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1141902696107161	0.0184397446805083	cross	c_elegans	0.011378002528445006	0.25294933131811753	0.004592764215267164	0.39707863831119805	baseline_plus_kmer	leave_clade_out	0.7477468304369641	0.1569344988078047	0.3531640520574183	True
calib_anchor	plant_supervised_4096	x_laevis	0.2855543757586765	plant	vertebrate	nan	nan	nan	plant_supervised_to_cross_eval	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1445645708760781	0.0387081158013149	plant	thale_cress	0.0057832537088257484	0.29769388290752885	0.004168398493877862	0.32147019332278337	baseline_plus_kmer	leave_clade_out	0.7213105996728193	0.15943449895195125	0.4357562239141428	True
calib_anchor	plant_supervised_4096	x_laevis	0.2855543757586765	plant	vertebrate	nan	nan	nan	plant_supervised_to_stress_eval	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1445645708760781	0.0387081158013149	plant	thale_cress	0.0057832537088257484	0.29769388290752885	0.004168398493877862	0.32147019332278337	baseline_plus_kmer	leave_clade_out	0.7213105996728193	0.15943449895195125	0.4357562239141428	True
calib_anchor	insect_no_beetle_4096	x_laevis	0.2829600934257301	insect	vertebrate	nan	nan	nan	insect_no_beetle_to_cross_eval	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1983752948465877	0.0592704987046092	insect	western_honey_bee	0.008572869389813415	0.2716361289950614	0.006294466823420763	0.2967618557409407	baseline_plus_kmer	leave_clade_out	0.19619341215666805	0.28542781763851593	0.08676668126906203	True
calib_anchor	insect_no_beetle_4096	x_laevis	0.2829600934257301	insect	vertebrate	nan	nan	nan	insect_no_beetle_to_stress_eval	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1983752948465877	0.0592704987046092	insect	western_honey_bee	0.008572869389813415	0.2716361289950614	0.006294466823420763	0.2967618557409407	baseline_plus_kmer	leave_clade_out	0.19619341215666805	0.28542781763851593	0.08676668126906203	True
anchor_anchor	insect_no_beetle_4096	x_laevis	0.2829600934257301	insect	vertebrate	nan	nan	nan	insect_no_beetle_to_insect_stress	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1983752948465877	0.0592704987046092	insect	western_honey_bee	0.008572869389813415	0.2716361289950614	0.006294466823420763	0.2967618557409407	baseline_plus_kmer	leave_clade_out	0.19619341215666805	0.28542781763851593	0.08676668126906203	True
anchor_anchor	insect_primary_4096	x_laevis	0.2268599691025123	insect	vertebrate	nan	nan	nan	insect_primary_to_insect_stress	0.000194	0.000194	0.813401	56801	238590187	nan	370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214229	5.033556436308993	8.13535803149204	8.34203256448767	0.1983752948465877	0.0592704987046092	insect	western_honey_bee	0.008572869389813415	0.2716361289950614	0.006294466823420763	0.2967618557409407	baseline_plus_kmer	leave_clade_out	0.19619341215666805	0.28542781763851593	0.030666556945844248	True
supp_h0_transfer	ntv2_500m_H0_w4096	zebrafish	0.8151318178516959	human_h0_ntv2_500m	vertebrate	nan	nan	nan	transfer_BC_w4096	0.837603	0.982602	0.850212	891480468	771367366	0.4137124131384462	430.0	2.633468455579586	0	1679203469	1923	78093715	52186027	14	0.0	0.359955	1000000	9.225103322767056	3.28397928423848	7.717554234627916	7.892616083164715	0.3272994079847048	0.2672352128115792	human_h0_ntv2_500m	human	0.0035122930255895636	0.3307896753284549	0.0035122930255895636	0.3307896753284549	baseline_plus_kmer	leave_clade_out	0.28552528014776163	0.1722573972529377	0.5296065377039343	True
